"Sex","Race/Ethnicity","First Year","Last Year","Cause of Injury","Disp","ageRangLo","ageRangHi","Age in Years","Year","Injuries","Population","records","suppressed","cv","Number of$Cases (Sample)","Standard$Error","CV","Lower 95%$Confidence$Limit","Upper 95%$Confidence$Limit","ageadj"
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","51","2020",".","144,942",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","51","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","51","2020","107379","2,063,731","1663",".","0.112","1663","11998","11.2","83863","130895","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","51","2020","55762","1,289,653","671",".","0.133","671","7394","13.3","41270","70254","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","51","2020","14638","284,899","305",".","0.251","305","3670","25.1","7445","21832","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","51","2020","5459","325,047","108",".","0.274","108","1493","27.4","2533","8386","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","51","2020",".","164,132",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","51","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","52","2020","259747","3,983,727","4343",".","0.109","4343","28295","10.9","204288","315205","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","52","2020","122636","2,512,405","1554",".","0.137","1554","16826","13.7","89657","155615","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","52","2020",".","535,954",".","1",".",".",".",".",".",".","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","52","2020","14848","640,140","293",".","0.281","293","4177","28.1","6662","23034","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","52","2020",".","295,228",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","52","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","52","2020","154663","1,964,096","2650",".","0.124","2650","19103","12.4","117220","192105","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","52","2020","71028","1,252,006","921",".","0.144","921","10202","14.4","51032","91024","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","52","2020",".","250,601",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","52","2020",".","323,876",".","1",".",".",".",".",".",".","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","52","2020",".","137,613",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","52","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","52","2020","105084","2,019,631","1693",".","0.111","1693","11680","11.1","82190","127978","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","52","2020","51608","1,260,399","633",".","0.143","633","7375","14.3","37152","66064","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","52","2020","17307","285,353","350",".","0.264","350","4568","26.4","8353","26260","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","52","2020","4848","316,264","101",".","0.262","101","1271","26.2","2357","7339","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","52","2020",".","157,615",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","52","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","53","2020","278456","3,979,962","4575",".","0.113","4575","31567","11.3","216584","340327","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","53","2020","136861","2,558,025","1704",".","0.124","1704","16914","12.4","103709","170014","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","53","2020",".","531,592",".","1",".",".",".",".",".",".","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","53","2020","17280","614,139","325",".","0.298","325","5142","29.8","7202","27358","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","53","2020",".","276,206",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","53","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","53","2020","163146","1,955,019","2802",".","0.136","2802","22239","13.6","119556","206735","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","53","2020","77200","1,269,528","981",".","0.13","981","10035","13","57531","96869","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","53","2020",".","247,201",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","53","2020","10699","309,446","203",".","0.291","203","3114","29.1","4597","16802","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","53","2020",".","128,844",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","53","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","53","2020","115310","2,024,943","1773",".","0.095","1773","10981","9.5","93787","136833","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","53","2020","59661","1,288,497","723",".","0.126","723","7543","12.6","44876","74446","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","53","2020","19914","284,391","393",".","0.241","393","4794","24.1","10518","29311","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","53","2020",".","304,693",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","53","2020",".","147,362",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","53","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","54","2020","301489","4,044,734","4881",".","0.116","4881","34924","11.6","233038","369939","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","54","2020","151432","2,611,502","1853",".","0.133","1853","20204","13.3","111833","191031","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","54","2020",".","548,320",".","1",".",".",".",".",".",".","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","54","2020","16982","605,773","310",".","0.289","310","4901","28.9","7376","26589","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","54","2020","6252","279,139","110",".","0.274","110","1714","27.4","2892","9611","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","54","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","54","2020","185884","1,986,127","3084",".","0.144","3084","26696","14.4","133559","238209","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","54","2020","90238","1,294,576","1104",".","0.153","1104","13843","15.3","63106","117370","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","54","2020",".","255,443",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","54","2020","11439","305,477","201",".","0.278","201","3183","27.8","5200","17678","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","54","2020","3349","130,631","67",".","0.252","67","843","25.2","1697","5001","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","54","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","54","2020","115605","2,058,607","1797",".","0.09","1797","10434","9","95155","136055","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","54","2020","61193","1,316,926","749",".","0.139","749","8528","13.9","44478","77909","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","54","2020","18453","292,877","374",".","0.265","374","4893","26.5","8863","28043","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","54","2020",".","300,296",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","54","2020",".","148,508",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","54","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","55","2020","283308","4,277,856","4937",".","0.119","4937","33768","11.9","217122","349494","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","55","2020","136296","2,810,238","1715",".","0.124","1715","16910","12.4","103153","169440","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","55","2020","57536","572,767","1275",".","0.283","1275","16272","28.3","25644","89429","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","55","2020","13610","609,497","293",".","0.252","293","3430","25.2","6887","20333","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","55","2020",".","285,354",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","55","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","55","2020","168262","2,097,187","3016",".","0.124","3016","20845","12.4","127405","209118","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","55","2020","79766","1,389,938","1009",".","0.121","1009","9634","12.1","60885","98648","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","55","2020","38814","266,962","887",".","0.299","887","11598","29.9","16082","61546","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","55","2020","8068","306,710","186",".","0.266","186","2150","26.6","3854","12282","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","55","2020",".","133,577",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","55","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","55","2020","115047","2,180,669","1921",".","0.121","1921","13976","12.1","87653","142440","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","55","2020","56530","1,420,300","706",".","0.137","706","7739","13.7","41361","71699","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","55","2020","18723","305,805","388",".","0.281","388","5253","28.1","8426","29019","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","55","2020",".","302,787",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","55","2020",".","151,777",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","55","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","56","2020","279487","4,343,881","4643",".","0.106","4643","29639","10.6","221394","337580","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","56","2020","138917","2,908,130","1767",".","0.119","1767","16529","11.9","106519","171314","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","56","2020",".","565,573",".","1",".",".",".",".",".",".","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","56","2020","13172","582,948","254",".","0.282","254","3719","28.2","5883","20462","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","56","2020",".","287,230",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","56","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","56","2020","168080","2,118,583","2848",".","0.119","2848","20003","11.9","128873","207287","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","56","2020","80857","1,433,060","1039",".","0.119","1039","9597","11.9","62047","99666","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","56","2020",".","262,333",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","56","2020",".","290,097",".","1",".",".",".",".",".",".","."
